assembly,village,candidate,party,votes,rank_in_ac,is_top4
Rewari,Salhawas,Somany Vijay,BSP,4,5,0
Rewari,Salhawas,Shishupal,,1,6,0
Rewari,Salhawas,Sanjay Sharma,,4,7,0
Rewari,Salhawas,Moki Devi,ASP(KR),4,8,0
Rewari,Salhawas,Ranbir Singh,,1,9,0
Rewari,Salhawas,Kartar Singh Thekedar,,1,10,0
Rewari,Salhawas,Rao Jitender Kumar,,1,11,0
Rewari,Salhawas,Omdutt Yadav,,0,12,0
Rewari,Sangwadi,Laxman Singh Yadav,BJP,734,1,1
Rewari,Sangwadi,Chiranjeev Rao,INC,392,2,1
Rewari,Sangwadi,Satish Yadav,,35,3,1
Rewari,Sangwadi,Prashant Sunny Yadav,,12,4,1
Rewari,Sangwadi,Somany Vijay,BSP,21,5,0
Rewari,Sangwadi,Shishupal,,4,6,0
Rewari,Sangwadi,Sanjay Sharma,,0,7,0
Rewari,Sangwadi,Moki Devi,ASP(KR),0,8,0
Rewari,Sangwadi,Ranbir Singh,,1,9,0
Rewari,Sangwadi,Kartar Singh Thekedar,,4,10,0
Rewari,Sangwadi,Rao Jitender Kumar,,0,11,0
Rewari,Sangwadi,Omdutt Yadav,,2,12,0
Rewari,Shahbazpur Khalsa,Laxman Singh Yadav,BJP,649,1,1
Rewari,Shahbazpur Khalsa,Chiranjeev Rao,INC,285,2,1
Rewari,Shahbazpur Khalsa,Satish Yadav,,102,3,1
Rewari,Shahbazpur Khalsa,Prashant Sunny Yadav,,81,4,1
Rewari,Shahbazpur Khalsa,Somany Vijay,BSP,7,5,0
Rewari,Shahbazpur Khalsa,Shishupal,,130,6,0
Rewari,Shahbazpur Khalsa,Sanjay Sharma,,0,7,0
Rewari,Shahbazpur Khalsa,Moki Devi,ASP(KR),1,8,0
Rewari,Shahbazpur Khalsa,Ranbir Singh,,0,9,0
Rewari,Shahbazpur Khalsa,Kartar Singh Thekedar,,1,10,0
Rewari,Shahbazpur Khalsa,Rao Jitender Kumar,,1,11,0
Rewari,Shahbazpur Khalsa,Omdutt Yadav,,0,12,0
Rewari,Shekhpur Shikarpur,Laxman Singh Yadav,BJP,667,1,1
Rewari,Shekhpur Shikarpur,Chiranjeev Rao,INC,301,2,1
Rewari,Shekhpur Shikarpur,Satish Yadav,,88,3,1
Rewari,Shekhpur Shikarpur,Prashant Sunny Yadav,,49,4,1
Rewari,Shekhpur Shikarpur,Somany Vijay,BSP,6,5,0
Rewari,Shekhpur Shikarpur,Shishupal,,2,6,0
Rewari,Shekhpur Shikarpur,Sanjay Sharma,,0,7,0
Rewari,Shekhpur Shikarpur,Moki Devi,ASP(KR),0,8,0
Rewari,Shekhpur Shikarpur,Ranbir Singh,,4,9,0
Rewari,Shekhpur Shikarpur,Kartar Singh Thekedar,,0,10,0
Rewari,Shekhpur Shikarpur,Rao Jitender Kumar,,1,11,0
Rewari,Shekhpur Shikarpur,Omdutt Yadav,,0,12,0
Rewari,Sunaria,Laxman Singh Yadav,BJP,404,1,1
Rewari,Sunaria,Chiranjeev Rao,INC,351,2,1
Rewari,Sunaria,Satish Yadav,,29,3,1
Rewari,Sunaria,Prashant Sunny Yadav,,141,4,1
Rewari,Sunaria,Somany Vijay,BSP,6,5,0
Rewari,Sunaria,Shishupal,,3,6,0
Rewari,Sunaria,Sanjay Sharma,,2,7,0
Rewari,Sunaria,Moki Devi,ASP(KR),1,8,0
Rewari,Sunaria,Ranbir Singh,,0,9,0
Rewari,Sunaria,Kartar Singh Thekedar,,0,10,0
Rewari,Sunaria,Rao Jitender Kumar,,0,11,0
Rewari,Sunaria,Omdutt Yadav,,0,12,0
Rewari,Tatarpur Istmurar,Laxman Singh Yadav,BJP,426,1,1
Rewari,Tatarpur Istmurar,Chiranjeev Rao,INC,286,2,1
Rewari,Tatarpur Istmurar,Satish Yadav,,82,3,1
Rewari,Tatarpur Istmurar,Prashant Sunny Yadav,,45,4,1
Rewari,Tatarpur Istmurar,Somany Vijay,BSP,2,5,0
Rewari,Tatarpur Istmurar,Shishupal,,0,6,0
Rewari,Tatarpur Istmurar,Sanjay Sharma,,2,7,0
Rewari,Tatarpur Istmurar,Moki Devi,ASP(KR),0,8,0
Rewari,Tatarpur Istmurar,Ranbir Singh,,0,9,0
Rewari,Tatarpur Istmurar,Kartar Singh Thekedar,,1,10,0
Rewari,Tatarpur Istmurar,Rao Jitender Kumar,,1,11,0
Rewari,Tatarpur Istmurar,Omdutt Yadav,,1,12,0
Rewari,Teetarpur Majra Khaliyawas,Laxman Singh Yadav,BJP,198,1,1
Rewari,Teetarpur Majra Khaliyawas,Chiranjeev Rao,INC,175,2,1
Rewari,Teetarpur Majra Khaliyawas,Satish Yadav,,50,3,1
Rewari,Teetarpur Majra Khaliyawas,Prashant Sunny Yadav,,13,4,1
Rewari,Teetarpur Majra Khaliyawas,Somany Vijay,BSP,0,5,0
Rewari,Teetarpur Majra Khaliyawas,Shishupal,,1,6,0
Rewari,Teetarpur Majra Khaliyawas,Sanjay Sharma,,0,7,0
Rewari,Teetarpur Majra Khaliyawas,Moki Devi,ASP(KR),0,8,0
Rewari,Teetarpur Majra Khaliyawas,Ranbir Singh,,0,9,0
Rewari,Teetarpur Majra Khaliyawas,Kartar Singh Thekedar,,0,10,0
Rewari,Teetarpur Majra Khaliyawas,Rao Jitender Kumar,,0,11,0
Rewari,Teetarpur Majra Khaliyawas,Omdutt Yadav,,0,12,0
Rewari,Turkiyawas,Laxman Singh Yadav,BJP,195,1,1
Rewari,Turkiyawas,Chiranjeev Rao,INC,342,2,1
Rewari,Turkiyawas,Satish Yadav,,216,3,1
Rewari,Turkiyawas,Prashant Sunny Yadav,,18,4,1
Rewari,Turkiyawas,Somany Vijay,BSP,8,5,0
Rewari,Turkiyawas,Shishupal,,0,6,0
Rewari,Turkiyawas,Sanjay Sharma,,1,7,0
Rewari,Turkiyawas,Moki Devi,ASP(KR),1,8,0
Rewari,Turkiyawas,Ranbir Singh,,0,9,0
Rewari,Turkiyawas,Kartar Singh Thekedar,,0,10,0
Rewari,Turkiyawas,Rao Jitender Kumar,,0,11,0
Rewari,Turkiyawas,Omdutt Yadav,,0,12,0
Rohtak,-,Bharat Bhushan Batra,INC,9736,1,1
Rohtak,-,Manish Kumar Grover,BJP,9198,2,1
Rohtak,-,Bijender Hooda,,170,3,1
Rohtak,-,Dilour Mehra,INLD,68,4,1
Rohtak,-,Jitender Balhara,JJP,39,5,0
Rohtak,-,Parveen Kumar,,22,6,0
Rohtak,-,Mahender Bagri,,15,7,0
Rohtak,-,Bishamber Kumar,,16,8,0
Rohtak,-,Bhushan Bharat,,8,9,0
Rohtak,-,Manisha Mokhra,,13,10,0
Rohtak,-,Ashwani Malik,,11,11,0
Rohtak,-,Yashpal,,6,12,0
Rohtak,-,Anand Kumar,,4,13,0
Rohtak,-,Navdeep Singh Raman,,6,14,0
Rohtak,-,Surender Kumar,,3,15,0
Rohtak,10 & 11,Bharat Bhushan Batra,INC,421,1,1
Rohtak,10 & 11,Manish Kumar Grover,BJP,338,2,1
Rohtak,10 & 11,Bijender Hooda,,14,3,1
Rohtak,10 & 11,Dilour Mehra,INLD,1,4,1
Rohtak,10 & 11,Jitender Balhara,JJP,2,5,0
Rohtak,10 & 11,Parveen Kumar,,1,6,0
Rohtak,10 & 11,Mahender Bagri,,0,7,0
Rohtak,10 & 11,Bishamber Kumar,,0,8,0
Rohtak,10 & 11,Bhushan Bharat,,1,9,0
Rohtak,10 & 11,Manisha Mokhra,,0,10,0
Rohtak,10 & 11,Ashwani Malik,,0,11,0
Rohtak,10 & 11,Yashpal,,0,12,0
Rohtak,10 & 11,Anand Kumar,,0,13,0
Rohtak,10 & 11,Navdeep Singh Raman,,0,14,0
Rohtak,10 & 11,Surender Kumar,,0,15,0
Rohtak,10 & 14,Bharat Bhushan Batra,INC,269,1,1
Rohtak,10 & 14,Manish Kumar Grover,BJP,288,2,1
Rohtak,10 & 14,Bijender Hooda,,1,3,1
Rohtak,10 & 14,Dilour Mehra,INLD,0,4,1
Rohtak,10 & 14,Jitender Balhara,JJP,0,5,0
Rohtak,10 & 14,Parveen Kumar,,0,6,0
Rohtak,10 & 14,Mahender Bagri,,0,7,0
Rohtak,10 & 14,Bishamber Kumar,,0,8,0
Rohtak,10 & 14,Bhushan Bharat,,0,9,0
Rohtak,10 & 14,Manisha Mokhra,,1,10,0
Rohtak,10 & 14,Ashwani Malik,,0,11,0
Rohtak,10 & 14,Yashpal,,0,12,0
Rohtak,10 & 14,Anand Kumar,,0,13,0
Rohtak,10 & 14,Navdeep Singh Raman,,0,14,0
Rohtak,10 & 14,Surender Kumar,,0,15,0
Rohtak,10 (Part),Bharat Bhushan Batra,INC,4330,1,1
Rohtak,10 (Part),Manish Kumar Grover,BJP,1648,2,1
Rohtak,10 (Part),Bijender Hooda,,77,3,1
Rohtak,10 (Part),Dilour Mehra,INLD,13,4,1
Rohtak,10 (Part),Jitender Balhara,JJP,32,5,0
Rohtak,10 (Part),Parveen Kumar,,12,6,0
Rohtak,10 (Part),Mahender Bagri,,2,7,0
Rohtak,10 (Part),Bishamber Kumar,,6,8,0
Rohtak,10 (Part),Bhushan Bharat,,5,9,0
Rohtak,10 (Part),Manisha Mokhra,,5,10,0
Rohtak,10 (Part),Ashwani Malik,,4,11,0
Rohtak,10 (Part),Yashpal,,5,12,0
Rohtak,10 (Part),Anand Kumar,,0,13,0
Rohtak,10 (Part),Navdeep Singh Raman,,2,14,0
Rohtak,10 (Part),Surender Kumar,,1,15,0
Rohtak,11 (Part),Bharat Bhushan Batra,INC,348,1,1
Rohtak,11 (Part),Manish Kumar Grover,BJP,107,2,1
Rohtak,11 (Part),Bijender Hooda,,6,3,1
Rohtak,11 (Part),Dilour Mehra,INLD,2,4,1
Rohtak,11 (Part),Jitender Balhara,JJP,0,5,0
Rohtak,11 (Part),Parveen Kumar,,0,6,0
Rohtak,11 (Part),Mahender Bagri,,0,7,0
Rohtak,11 (Part),Bishamber Kumar,,0,8,0
Rohtak,11 (Part),Bhushan Bharat,,0,9,0
Rohtak,11 (Part),Manisha Mokhra,,0,10,0
Rohtak,11 (Part),Ashwani Malik,,0,11,0
Rohtak,11 (Part),Yashpal,,0,12,0
Rohtak,11 (Part),Anand Kumar,,0,13,0
Rohtak,11 (Part),Navdeep Singh Raman,,0,14,0
Rohtak,11 (Part),Surender Kumar,,0,15,0
Rohtak,12 (Part),Bharat Bhushan Batra,INC,2727,1,1
Rohtak,12 (Part),Manish Kumar Grover,BJP,1801,2,1
Rohtak,12 (Part),Bijender Hooda,,30,3,1
Rohtak,12 (Part),Dilour Mehra,INLD,18,4,1
Rohtak,12 (Part),Jitender Balhara,JJP,13,5,0
Rohtak,12 (Part),Parveen Kumar,,6,6,0
Rohtak,12 (Part),Mahender Bagri,,2,7,0
Rohtak,12 (Part),Bishamber Kumar,,1,8,0
Rohtak,12 (Part),Bhushan Bharat,,3,9,0
Rohtak,12 (Part),Manisha Mokhra,,2,10,0
Rohtak,12 (Part),Ashwani Malik,,0,11,0
Rohtak,12 (Part),Yashpal,,0,12,0
Rohtak,12 (Part),Anand Kumar,,0,13,0
Rohtak,12 (Part),Navdeep Singh Raman,,0,14,0
Rohtak,12 (Part),Surender Kumar,,0,15,0
Rohtak,13 (Part),Bharat Bhushan Batra,INC,1429,1,1
Rohtak,13 (Part),Manish Kumar Grover,BJP,525,2,1
Rohtak,13 (Part),Bijender Hooda,,27,3,1
Rohtak,13 (Part),Dilour Mehra,INLD,7,4,1
Rohtak,13 (Part),Jitender Balhara,JJP,4,5,0
Rohtak,13 (Part),Parveen Kumar,,1,6,0
Rohtak,13 (Part),Mahender Bagri,,1,7,0
Rohtak,13 (Part),Bishamber Kumar,,1,8,0
Rohtak,13 (Part),Bhushan Bharat,,1,9,0
Rohtak,13 (Part),Manisha Mokhra,,0,10,0
Rohtak,13 (Part),Ashwani Malik,,1,11,0
Rohtak,13 (Part),Yashpal,,0,12,0
Rohtak,13 (Part),Anand Kumar,,0,13,0
Rohtak,13 (Part),Navdeep Singh Raman,,1,14,0
Rohtak,13 (Part),Surender Kumar,,0,15,0
Rohtak,14 (Part),Bharat Bhushan Batra,INC,2026,1,1
Rohtak,14 (Part),Manish Kumar Grover,BJP,2755,2,1
Rohtak,14 (Part),Bijender Hooda,,21,3,1
Rohtak,14 (Part),Dilour Mehra,INLD,1,4,1
Rohtak,14 (Part),Jitender Balhara,JJP,3,5,0
Rohtak,14 (Part),Parveen Kumar,,8,6,0
Rohtak,14 (Part),Mahender Bagri,,1,7,0
Rohtak,14 (Part),Bishamber Kumar,,8,8,0
Rohtak,14 (Part),Bhushan Bharat,,6,9,0
Rohtak,14 (Part),Manisha Mokhra,,1,10,0
Rohtak,14 (Part),Ashwani Malik,,2,11,0
Rohtak,14 (Part),Yashpal,,0,12,0
Rohtak,14 (Part),Anand Kumar,,1,13,0
Rohtak,14 (Part),Navdeep Singh Raman,,2,14,0
Rohtak,14 (Part),Surender Kumar,,1,15,0
Rohtak,15 (Part),Bharat Bhushan Batra,INC,2027,1,1
Rohtak,15 (Part),Manish Kumar Grover,BJP,1336,2,1
Rohtak,15 (Part),Bijender Hooda,,144,3,1
Rohtak,15 (Part),Dilour Mehra,INLD,6,4,1
Rohtak,15 (Part),Jitender Balhara,JJP,7,5,0
Rohtak,15 (Part),Parveen Kumar,,6,6,0
Rohtak,15 (Part),Mahender Bagri,,0,7,0
Rohtak,15 (Part),Bishamber Kumar,,3,8,0
Rohtak,15 (Part),Bhushan Bharat,,1,9,0
Rohtak,15 (Part),Manisha Mokhra,,4,10,0
Rohtak,15 (Part),Ashwani Malik,,0,11,0
Rohtak,15 (Part),Yashpal,,5,12,0
Rohtak,15 (Part),Anand Kumar,,0,13,0
Rohtak,15 (Part),Navdeep Singh Raman,,2,14,0
Rohtak,15 (Part),Surender Kumar,,0,15,0
Rohtak,16 (Part),Bharat Bhushan Batra,INC,2205,1,1
Rohtak,16 (Part),Manish Kumar Grover,BJP,2498,2,1
Rohtak,16 (Part),Bijender Hooda,,39,3,1
Rohtak,16 (Part),Dilour Mehra,INLD,15,4,1
Rohtak,16 (Part),Jitender Balhara,JJP,8,5,0
Rohtak,16 (Part),Parveen Kumar,,13,6,0
Rohtak,16 (Part),Mahender Bagri,,71,7,0
Rohtak,16 (Part),Bishamber Kumar,,4,8,0
Rohtak,16 (Part),Bhushan Bharat,,2,9,0
Rohtak,16 (Part),Manisha Mokhra,,0,10,0
Rohtak,16 (Part),Ashwani Malik,,1,11,0
Rohtak,16 (Part),Yashpal,,0,12,0
Rohtak,16 (Part),Anand Kumar,,1,13,0
Rohtak,16 (Part),Navdeep Singh Raman,,0,14,0
Rohtak,16 (Part),Surender Kumar,,2,15,0
Rohtak,17 (Part),Bharat Bhushan Batra,INC,2930,1,1
Rohtak,17 (Part),Manish Kumar Grover,BJP,3907,2,1
Rohtak,17 (Part),Bijender Hooda,,53,3,1
Rohtak,17 (Part),Dilour Mehra,INLD,10,4,1
Rohtak,17 (Part),Jitender Balhara,JJP,19,5,0
Rohtak,17 (Part),Parveen Kumar,,11,6,0
Rohtak,17 (Part),Mahender Bagri,,1,7,0
Rohtak,17 (Part),Bishamber Kumar,,6,8,0
Rohtak,17 (Part),Bhushan Bharat,,6,9,0
Rohtak,17 (Part),Manisha Mokhra,,1,10,0
Rohtak,17 (Part),Ashwani Malik,,1,11,0
Rohtak,17 (Part),Yashpal,,1,12,0
Rohtak,17 (Part),Anand Kumar,,0,13,0
Rohtak,17 (Part),Navdeep Singh Raman,,2,14,0
Rohtak,17 (Part),Surender Kumar,,0,15,0
Rohtak,18 (Part),Bharat Bhushan Batra,INC,826,1,1
Rohtak,18 (Part),Manish Kumar Grover,BJP,1976,2,1
Rohtak,18 (Part),Bijender Hooda,,4,3,1
Rohtak,18 (Part),Dilour Mehra,INLD,1,4,1
Rohtak,18 (Part),Jitender Balhara,JJP,2,5,0
Rohtak,18 (Part),Parveen Kumar,,6,6,0
Rohtak,18 (Part),Mahender Bagri,,0,7,0
Rohtak,18 (Part),Bishamber Kumar,,1,8,0
Rohtak,18 (Part),Bhushan Bharat,,3,9,0
Rohtak,18 (Part),Manisha Mokhra,,0,10,0
Rohtak,18 (Part),Ashwani Malik,,0,11,0
Rohtak,18 (Part),Yashpal,,0,12,0
Rohtak,18 (Part),Anand Kumar,,1,13,0
Rohtak,18 (Part),Navdeep Singh Raman,,0,14,0
Rohtak,18 (Part),Surender Kumar,,2,15,0
Rohtak,19 (Part),Bharat Bhushan Batra,INC,1055,1,1
Rohtak,19 (Part),Manish Kumar Grover,BJP,1231,2,1
Rohtak,19 (Part),Bijender Hooda,,38,3,1
Rohtak,19 (Part),Dilour Mehra,INLD,20,4,1
Rohtak,19 (Part),Jitender Balhara,JJP,7,5,0
Rohtak,19 (Part),Parveen Kumar,,2,6,0
Rohtak,19 (Part),Mahender Bagri,,0,7,0
Rohtak,19 (Part),Bishamber Kumar,,5,8,0
Rohtak,19 (Part),Bhushan Bharat,,2,9,0
Rohtak,19 (Part),Manisha Mokhra,,1,10,0
Rohtak,19 (Part),Ashwani Malik,,3,11,0
Rohtak,19 (Part),Yashpal,,2,12,0
Rohtak,19 (Part),Anand Kumar,,0,13,0
Rohtak,19 (Part),Navdeep Singh Raman,,1,14,0
Rohtak,19 (Part),Surender Kumar,,1,15,0
Rohtak,20 (Part),Bharat Bhushan Batra,INC,867,1,1
Rohtak,20 (Part),Manish Kumar Grover,BJP,605,2,1
Rohtak,20 (Part),Bijender Hooda,,100,3,1
Rohtak,20 (Part),Dilour Mehra,INLD,25,4,1
Rohtak,20 (Part),Jitender Balhara,JJP,6,5,0
Rohtak,20 (Part),Parveen Kumar,,3,6,0
Rohtak,20 (Part),Mahender Bagri,,3,7,0
Rohtak,20 (Part),Bishamber Kumar,,2,8,0
Rohtak,20 (Part),Bhushan Bharat,,3,9,0
Rohtak,20 (Part),Manisha Mokhra,,1,10,0
Rohtak,20 (Part),Ashwani Malik,,0,11,0
Rohtak,20 (Part),Yashpal,,1,12,0
Rohtak,20 (Part),Anand Kumar,,1,13,0
Rohtak,20 (Part),Navdeep Singh Raman,,1,14,0
Rohtak,20 (Part),Surender Kumar,,0,15,0
Rohtak,21 (Part),Bharat Bhushan Batra,INC,845,1,1
Rohtak,21 (Part),Manish Kumar Grover,BJP,1380,2,1
Rohtak,21 (Part),Bijender Hooda,,20,3,1
Rohtak,21 (Part),Dilour Mehra,INLD,5,4,1
Rohtak,21 (Part),Jitender Balhara,JJP,0,5,0
Rohtak,21 (Part),Parveen Kumar,,1,6,0
Rohtak,21 (Part),Mahender Bagri,,0,7,0
Rohtak,21 (Part),Bishamber Kumar,,0,8,0
Rohtak,21 (Part),Bhushan Bharat,,2,9,0
Rohtak,21 (Part),Manisha Mokhra,,1,10,0
Rohtak,21 (Part),Ashwani Malik,,1,11,0
Rohtak,21 (Part),Yashpal,,0,12,0
Rohtak,21 (Part),Anand Kumar,,0,13,0
Rohtak,21 (Part),Navdeep Singh Raman,,1,14,0
Rohtak,21 (Part),Surender Kumar,,0,15,0
Rohtak,22 (Part),Bharat Bhushan Batra,INC,1329,1,1
Rohtak,22 (Part),Manish Kumar Grover,BJP,953,2,1
Rohtak,22 (Part),Bijender Hooda,,16,3,1
Rohtak,22 (Part),Dilour Mehra,INLD,14,4,1
Rohtak,22 (Part),Jitender Balhara,JJP,4,5,0
Rohtak,22 (Part),Parveen Kumar,,6,6,0
Rohtak,22 (Part),Mahender Bagri,,0,7,0
Rohtak,22 (Part),Bishamber Kumar,,2,8,0
Rohtak,22 (Part),Bhushan Bharat,,3,9,0
Rohtak,22 (Part),Manisha Mokhra,,0,10,0
Rohtak,22 (Part),Ashwani Malik,,0,11,0
Rohtak,22 (Part),Yashpal,,0,12,0
Rohtak,22 (Part),Anand Kumar,,1,13,0
Rohtak,22 (Part),Navdeep Singh Raman,,1,14,0
Rohtak,22 (Part),Surender Kumar,,0,15,0
Rohtak,23 (Part),Bharat Bhushan Batra,INC,1037,1,1
Rohtak,23 (Part),Manish Kumar Grover,BJP,1560,2,1
Rohtak,23 (Part),Bijender Hooda,,17,3,1
Rohtak,23 (Part),Dilour Mehra,INLD,2,4,1
Rohtak,23 (Part),Jitender Balhara,JJP,1,5,0
Rohtak,23 (Part),Parveen Kumar,,5,6,0
Rohtak,23 (Part),Mahender Bagri,,1,7,0
Rohtak,23 (Part),Bishamber Kumar,,0,8,0
Rohtak,23 (Part),Bhushan Bharat,,3,9,0
Rohtak,23 (Part),Manisha Mokhra,,1,10,0
Rohtak,23 (Part),Ashwani Malik,,0,11,0
Rohtak,23 (Part),Yashpal,,0,12,0
Rohtak,23 (Part),Anand Kumar,,0,13,0
Rohtak,23 (Part),Navdeep Singh Raman,,0,14,0
Rohtak,23 (Part),Surender Kumar,,1,15,0
Rohtak,24 (Part),Bharat Bhushan Batra,INC,1840,1,1
Rohtak,24 (Part),Manish Kumar Grover,BJP,2937,2,1
Rohtak,24 (Part),Bijender Hooda,,22,3,1
Rohtak,24 (Part),Dilour Mehra,INLD,12,4,1
Rohtak,24 (Part),Jitender Balhara,JJP,2,5,0
Rohtak,24 (Part),Parveen Kumar,,3,6,0
Rohtak,24 (Part),Mahender Bagri,,2,7,0
Rohtak,24 (Part),Bishamber Kumar,,1,8,0
Rohtak,24 (Part),Bhushan Bharat,,5,9,0
Rohtak,24 (Part),Manisha Mokhra,,1,10,0
Rohtak,24 (Part),Ashwani Malik,,1,11,0
Rohtak,24 (Part),Yashpal,,0,12,0
Rohtak,24 (Part),Anand Kumar,,0,13,0
Rohtak,24 (Part),Navdeep Singh Raman,,1,14,0
Rohtak,24 (Part),Surender Kumar,,1,15,0
Rohtak,25 (Part),Bharat Bhushan Batra,INC,597,1,1
Rohtak,25 (Part),Manish Kumar Grover,BJP,810,2,1
Rohtak,25 (Part),Bijender Hooda,,6,3,1
Rohtak,25 (Part),Dilour Mehra,INLD,1,4,1
Rohtak,25 (Part),Jitender Balhara,JJP,4,5,0
Rohtak,25 (Part),Parveen Kumar,,1,6,0
Rohtak,25 (Part),Mahender Bagri,,0,7,0
Rohtak,25 (Part),Bishamber Kumar,,2,8,0
Rohtak,25 (Part),Bhushan Bharat,,0,9,0
Rohtak,25 (Part),Manisha Mokhra,,1,10,0
Rohtak,25 (Part),Ashwani Malik,,0,11,0
Rohtak,25 (Part),Yashpal,,0,12,0
Rohtak,25 (Part),Anand Kumar,,0,13,0
Rohtak,25 (Part),Navdeep Singh Raman,,0,14,0
Rohtak,25 (Part),Surender Kumar,,0,15,0
Rohtak,26 (Part),Bharat Bhushan Batra,INC,1772,1,1
Rohtak,26 (Part),Manish Kumar Grover,BJP,2274,2,1
Rohtak,26 (Part),Bijender Hooda,,11,3,1
Rohtak,26 (Part),Dilour Mehra,INLD,7,4,1
Rohtak,26 (Part),Jitender Balhara,JJP,5,5,0
Rohtak,26 (Part),Parveen Kumar,,2,6,0
Rohtak,26 (Part),Mahender Bagri,,22,7,0
Rohtak,26 (Part),Bishamber Kumar,,5,8,0
Rohtak,26 (Part),Bhushan Bharat,,1,9,0
Rohtak,26 (Part),Manisha Mokhra,,0,10,0
Rohtak,26 (Part),Ashwani Malik,,1,11,0
Rohtak,26 (Part),Yashpal,,2,12,0
Rohtak,26 (Part),Anand Kumar,,0,13,0
Rohtak,26 (Part),Navdeep Singh Raman,,1,14,0
Rohtak,26 (Part),Surender Kumar,,1,15,0
Rohtak,27 (Part),Bharat Bhushan Batra,INC,2963,1,1
Rohtak,27 (Part),Manish Kumar Grover,BJP,3349,2,1
Rohtak,27 (Part),Bijender Hooda,,83,3,1
Rohtak,27 (Part),Dilour Mehra,INLD,45,4,1
Rohtak,27 (Part),Jitender Balhara,JJP,15,5,0
Rohtak,27 (Part),Parveen Kumar,,6,6,0
Rohtak,27 (Part),Mahender Bagri,,5,7,0
Rohtak,27 (Part),Bishamber Kumar,,3,8,0
Rohtak,27 (Part),Bhushan Bharat,,6,9,0
Rohtak,27 (Part),Manisha Mokhra,,3,10,0
Rohtak,27 (Part),Ashwani Malik,,1,11,0
Rohtak,27 (Part),Yashpal,,2,12,0
Rohtak,27 (Part),Anand Kumar,,7,13,0
Rohtak,27 (Part),Navdeep Singh Raman,,1,14,0
Rohtak,27 (Part),Surender Kumar,,0,15,0
Rohtak,28 (Part),Bharat Bhushan Batra,INC,2111,1,1
Rohtak,28 (Part),Manish Kumar Grover,BJP,2152,2,1
Rohtak,28 (Part),Bijender Hooda,,22,3,1
Rohtak,28 (Part),Dilour Mehra,INLD,7,4,1
Rohtak,28 (Part),Jitender Balhara,JJP,27,5,0
Rohtak,28 (Part),Parveen Kumar,,11,6,0
Rohtak,28 (Part),Mahender Bagri,,2,7,0
Rohtak,28 (Part),Bishamber Kumar,,6,8,0
Rohtak,28 (Part),Bhushan Bharat,,5,9,0
Rohtak,28 (Part),Manisha Mokhra,,2,10,0
Rohtak,28 (Part),Ashwani Malik,,0,11,0
Rohtak,28 (Part),Yashpal,,2,12,0
Rohtak,28 (Part),Anand Kumar,,1,13,0
Rohtak,28 (Part),Navdeep Singh Raman,,0,14,0
Rohtak,28 (Part),Surender Kumar,,1,15,0
Rohtak,28/23 (Part),Bharat Bhushan Batra,INC,1071,1,1
Rohtak,28/23 (Part),Manish Kumar Grover,BJP,921,2,1
Rohtak,28/23 (Part),Bijender Hooda,,12,3,1
Rohtak,28/23 (Part),Dilour Mehra,INLD,4,4,1
Rohtak,28/23 (Part),Jitender Balhara,JJP,0,5,0
Rohtak,28/23 (Part),Parveen Kumar,,0,6,0
Rohtak,28/23 (Part),Mahender Bagri,,0,7,0
Rohtak,28/23 (Part),Bishamber Kumar,,1,8,0
Rohtak,28/23 (Part),Bhushan Bharat,,4,9,0
Rohtak,28/23 (Part),Manisha Mokhra,,1,10,0
Rohtak,28/23 (Part),Ashwani Malik,,0,11,0
Rohtak,28/23 (Part),Yashpal,,0,12,0
Rohtak,28/23 (Part),Anand Kumar,,0,13,0
Rohtak,28/23 (Part),Navdeep Singh Raman,,0,14,0
Rohtak,28/23 (Part),Surender Kumar,,1,15,0
Rohtak,29 (Part),Bharat Bhushan Batra,INC,174,1,1
Rohtak,29 (Part),Manish Kumar Grover,BJP,389,2,1
Rohtak,29 (Part),Bijender Hooda,,2,3,1
Rohtak,29 (Part),Dilour Mehra,INLD,0,4,1
Rohtak,29 (Part),Jitender Balhara,JJP,1,5,0
Rohtak,29 (Part),Parveen Kumar,,0,6,0
Rohtak,29 (Part),Mahender Bagri,,0,7,0
Rohtak,29 (Part),Bishamber Kumar,,0,8,0
Rohtak,29 (Part),Bhushan Bharat,,1,9,0
Rohtak,29 (Part),Manisha Mokhra,,0,10,0
Rohtak,29 (Part),Ashwani Malik,,0,11,0
Rohtak,29 (Part),Yashpal,,0,12,0
Rohtak,29 (Part),Anand Kumar,,0,13,0
Rohtak,29 (Part),Navdeep Singh Raman,,0,14,0
Rohtak,29 (Part),Surender Kumar,,0,15,0
Rohtak,30 (Part),Bharat Bhushan Batra,INC,3394,1,1
Rohtak,30 (Part),Manish Kumar Grover,BJP,2694,2,1
Rohtak,30 (Part),Bijender Hooda,,56,3,1
Rohtak,30 (Part),Dilour Mehra,INLD,24,4,1
Rohtak,30 (Part),Jitender Balhara,JJP,9,5,0
Rohtak,30 (Part),Parveen Kumar,,9,6,0
Rohtak,30 (Part),Mahender Bagri,,1,7,0
Rohtak,30 (Part),Bishamber Kumar,,5,8,0
Rohtak,30 (Part),Bhushan Bharat,,2,9,0
Rohtak,30 (Part),Manisha Mokhra,,9,10,0
Rohtak,30 (Part),Ashwani Malik,,3,11,0
Rohtak,30 (Part),Yashpal,,2,12,0
